Comment,Designator,Footprint,MPN,LCSC
PESD5V0S1BA,"D_COILEN,D_ESD_IN,D_ESTOP,D_LCCLK,D_LCDAT",D_SOD-323,PESD5V0S1BA,C5158048
S4B-ZR-SM4A-TF,J_MODE,JST_ZH_S4B-ZR-SM4A-TF_1x04-1MP_P1.50mm_Horizontal,S4B-ZR-SM4A-TF,C485354
SM03B-SRSS-TB,J_ESTOP,JST_SH_SM03B-SRSS-TB_1x03-1MP_P1.00mm_Horizontal,SM03B-SRSS-TB,C160403
SM05B-GHS-TB,"J_RH_AMBIENT,J_RH_EXHAUST",JST_GH_SM05B-GHS-TB_1x05-1MP_P1.25mm_Horizontal,SM05B-GHS-TB,C189896
SM08B-GHS-TB,"J_THERM_A,J_THERM_B",JST_GH_SM08B-GHS-TB_1x08-1MP_P1.25mm_Horizontal,SM08B-GHS-TB,C265111
SM10B-GHS-TB,J_KEY_MATRIX,JST_GH_SM10B-GHS-TB_1x10-1MP_P1.25mm_Horizontal,SM10B-GHS-TB,C2683602
SMBJ5.0A,D_TVS,D_SMB,SMBJ5.0A,C113974
SN74HC14DR,U_SCHM,SOIC-14_3.9x8.7mm_P1.27mm,SN74HC14DR,C6820
SN74HC238DR,"U_DECD,U_DECU",SOIC-16_3.9x9.9mm_P1.27mm,SN74HC238DR,C5620
SN74HC595DR,U_SR1,SOIC-16_3.9x9.9mm_P1.27mm,SN74HC595DR,C10092
SN74LVC1G00DCKR,"U_LATCHA,U_LATCHB,U_OENAND,U_STOPINV",SOT-353_SC-70-5,SN74LVC1G00DCKR,C8185
SN74LVC1G11DBVR,"U_AND1,U_AND2,U_AND3,U_CAND1,U_CAND2,U_DECDEN,U_DECUEN,U_FAULTAND,U_LATCHG,U_OSCLR",SOT-23-6,SN74LVC1G11DBVR,C22046
SS34,"D_KSTOP,D_REVCLAMP",D_SMA,SS34,C8678
TBD62083AFWG,"U_ULNA,U_ULNB",SOIC-18W_7.5x11.6mm_P1.27mm,TBD62083AFWG,C165895
TPS259573DSGR,U_EFUSE,Texas_DSG0008A_WSON-8-1EP_2x2mm_P0.5mm_EP0.9x1.6mm,TPS259573DSGR,C2653844
TPS3823-33DBVR,U_WD,SOT-23-5,TPS3823-33DBVR,C7719
