Comment,Designator,Footprint,LCSC,qty,status,code,type,stock,mpn,manufacturer,pkg,price
1935161,J_PWR,Phoenix_1935161_PT_1p5_2_5p0_H,C3819953,1,OK,C3819953,expand,1006,1935161,Phoenix Contact,"Plugin,P=5mm",0.6683
1MΩ,R_XTAL,R_0402_1005Metric,C138033,1,OK,C138033,expand,1920364,RC0402FR-071ML,YAGEO,0402,0.0055
1kΩ,R_AGG_ILIM,R_0603_1608Metric,C110776,1,OK,C110776,expand,898100,RT0603BRD071KL,YAGEO,0603,0.0326
1uF,"C_HUB_18,C_HUB_18PLL,C_HUB_A_BULK,C_HUB_CR_BULK,C_HUB_RESET,C_PWR_CTRL_OUT",C_0402_1005Metric,C52923,6,OK,C52923,base,11671069,CL05A105KA5NQNC,Samsung Electro-Mechanics,0402,0.0125
22uF,"C_BUCK_OUT1,C_BUCK_OUT2,C_PORT1_BULK,C_PORT2_BULK,C_PORT3_BULK,C_PORT4_BULK,C_TRUNK_BULK",C_1210_3225Metric,C342660,7,OK,C342660,expand,3069,C3225X7R1C226KT000N,TDK,1210,0.4049
292304-1,J_UP,USB_B_TE_292304-1_Horizontal,C86462,1,OK,C86462,expand,10678,292304-1,TE Connectivity,Plugin,0.4256
2N7002K-7,"Q_DATA1,Q_DATA2,Q_DATA3,Q_DATA4",Diodes_SOT23_2N7002K,C85047,4,OK,C85047,expand,29493,2N7002K-7,Diodes Incorporated,SOT-23,0.1203
3.3nF,"C_AGG_DVDT,C_AGG_TIMER",C_0603_1608Metric,C77036,2,OK,C77036,expand,66682,GRM1885C1H332JA01D,Murata Electronics,0603,0.041
3.3uH,L_MAIN,Sunlord_SWPA4030S,C15269,1,OK,C15269,expand,19497,SWPA4030S3R3MT,Sunlord,"SMD,4x4mm",0.0699
330nF,C_CTRL_VUSB,C_0402_1005Metric,C19271634,1,OK,C19271634,expand,31263,GRM155R61H334KE01D,Murata Electronics,0402,0.0303
4.7kΩ,"R_I2C_SCL,R_I2C_SDA",R_0402_1005Metric,C105871,2,OK,C105871,expand,7377332,RC0402FR-074K7L,YAGEO,0402,0.0042
43.2kΩ,R_AGG_OV_BOT,R_0603_1608Metric,C861404,1,OK,C861404,expand,4728,RT0603BRD0743K2L,YAGEO,0603,0.0356
"74LVC08APW,118","U_AND_DATA,U_AND_PWR",TSSOP-14_4.4x5mm_P0.65mm,C6053,2,OK,C6053,expand,4458,"74LVC08APW,118",Nexperia,TSSOP-14,0.1377
AP63203QWU-7,U_BUCK,TSOT-23-6,C5248536,1,OK,C5248536,expand,2773,AP63203QWU-7,Diodes Incorporated,TSOT-23-6,2.0048
CX3225SB24000H0FLJCC,Y_HUB,Crystal_SMD_3225-4Pin_3.2x2.5mm,C1985204,1,OK,C1985204,expand,19,CX3225SB24000H0FLJCC,--,SMD3225-4P,0.8738
FSUSB42MUX,"U_DATA1,U_DATA2,U_DATA3,U_DATA4",MSOP-10_3x3mm_P0.5mm,C11355,4,OK,C11355,expand,53665,FSUSB42MUX,onsemi,MSOP-10,0.3165
KH-AF90DIP-112,"J_PORT1,J_PORT2,J_PORT3,J_PORT4",KH-AF90DIP-112_Horizontal,C503996,4,OK,C503996,expand,8707,KH-AF90DIP-112,Shenzhen Kinghelm Elec,Push-Pull,0.0442
MCP2221A-I/SL,U_CTRL,SOIC-14_3.9x8.7mm_P1.27mm,C640876,1,OK,C640876,expand,40,MCP2221A-I/SL,Microchip Tech,SOIC-14,5.9027
MCP23017T-E/SS,U_EXP,SSOP-28_5.3x10.2mm_P0.65mm,C558584,1,OK,C558584,expand,3730,MCP23017T-E/SS,Microchip Tech,SSOP-28,1.3317
PESD2USB3UX-TR,"U_ESD1,U_ESD2,U_ESD3,U_ESD4,U_ESD_UP",SOT-23,C3708426,5,OK,C3708426,expand,78,PESD2USB3UX-TR,Nexperia,SOT-23,0.214
TPS2557DRBR,"U_PWR1,U_PWR2,U_PWR3,U_PWR4,U_PWR_CTRL",VSON-8-1EP_3x3mm_P0.65mm_EP1.65x2.4mm_ThermalVias,C130056,5,OK,C130056,expand,2639,TPS2557DRBR,Texas Instruments,SON-8(3x3),0.9676
TPS259474LRPWR,U_AGG,TI_RPW0010A_VQFN-HR-10_2x2mm_P0.45mm,C2864845,1,OK,C2864845,expand,3406,TPS259474LRPWR,Texas Instruments,VQFN-10-HR(2x2),1.3673
USB2517I-JZX,U_HUB,QFN-64-1EP_9x9mm_P0.5mm_EP4.7x4.7mm_ThermalVias,C478081,1,OK,C478081,expand,3297,USB2517I-JZX,Microchip Tech,QFN-64-EP(9x9),4.0986
