Comment,Designator,Footprint,LCSC,qty,status,code,type,stock,mpn,pkg,price
1u cpl N1,C211,C_0402_1005Metric,C52923,1,OK,C52923,base,13972990,CL05A105KA5NQNC,0402,0.0265
1u cpl N2,C221,C_0402_1005Metric,C52923,1,OK,C52923,base,13972990,CL05A105KA5NQNC,0402,0.0265
1u cpl N3,C231,C_0402_1005Metric,C52923,1,OK,C52923,base,13972990,CL05A105KA5NQNC,0402,0.0265
1u cpl N4,C241,C_0402_1005Metric,C52923,1,OK,C52923,base,13972990,CL05A105KA5NQNC,0402,0.0265
1u cpl N5,C251,C_0402_1005Metric,C52923,1,OK,C52923,base,13972990,CL05A105KA5NQNC,0402,0.0265
1u cpl N6,C261,C_0402_1005Metric,C52923,1,OK,C52923,base,13972990,CL05A105KA5NQNC,0402,0.0265
1u cpl N7,C271,C_0402_1005Metric,C52923,1,OK,C52923,base,13972990,CL05A105KA5NQNC,0402,0.0265
1u cpl N8,C281,C_0402_1005Metric,C52923,1,OK,C52923,base,13972990,CL05A105KA5NQNC,0402,0.0265
1u cpl P1,C210,C_0402_1005Metric,C52923,1,OK,C52923,base,13972990,CL05A105KA5NQNC,0402,0.0265
1u cpl P2,C220,C_0402_1005Metric,C52923,1,OK,C52923,base,13972990,CL05A105KA5NQNC,0402,0.0265
1u cpl P3,C230,C_0402_1005Metric,C52923,1,OK,C52923,base,13972990,CL05A105KA5NQNC,0402,0.0265
1u cpl P4,C240,C_0402_1005Metric,C52923,1,OK,C52923,base,13972990,CL05A105KA5NQNC,0402,0.0265
1u cpl P5,C250,C_0402_1005Metric,C52923,1,OK,C52923,base,13972990,CL05A105KA5NQNC,0402,0.0265
1u cpl P6,C260,C_0402_1005Metric,C52923,1,OK,C52923,base,13972990,CL05A105KA5NQNC,0402,0.0265
1u cpl P7,C270,C_0402_1005Metric,C52923,1,OK,C52923,base,13972990,CL05A105KA5NQNC,0402,0.0265
1u cpl P8,C280,C_0402_1005Metric,C52923,1,OK,C52923,base,13972990,CL05A105KA5NQNC,0402,0.0265
1u inj,C90i,C_0402_1005Metric,C52923,1,OK,C52923,base,13972990,CL05A105KA5NQNC,0402,0.0265
1u0 0V9,L11,L_Sunlord_MWSA0402S,C408332,1,OK,C408332,expand,25169,MWSA0402S-1R0MT,"SMD,4.4x4.2mm",0.1651
1u0 3V3,L10,L_Sunlord_MWSA0402S,C408332,1,OK,C408332,expand,25169,MWSA0402S-1R0MT,"SMD,4.4x4.2mm",0.1651
20k FB2 lo,R14,R_0402_1005Metric,C25765,1,OK,C25765,base,467751,0402WGF2002TCE,0402,0.0305
220k VBUS,R33,R_0402_1005Metric,C138030,1,OK,C138030,expand,59259,RC0402FR-07220KL,0402,0.0049
22u 0V9,C14,C_0402_1005Metric,C385994,1,OK,C385994,expand,232540,JDK105CBJ226MV-F,0402,0.164
2A PTC,F1,Fuse_1812_4532Metric,C20812,1,OK,C20812,expand,39923,SMD1812P200TF16,1812,0.113
2u2 LDO_A,C55,C_0402_1005Metric,C12530,1,OK,C12530,base,2438298,CL05A225MQ5NSNC,0402,0.0106
2u2 LDO_B,C65,C_0402_1005Metric,C12530,1,OK,C12530,base,2438298,CL05A225MQ5NSNC,0402,0.0106
2u2 VREF_A,C54,C_0402_1005Metric,C12530,1,OK,C12530,base,2438298,CL05A225MQ5NSNC,0402,0.0106
2u2 VREF_B,C64,C_0402_1005Metric,C12530,1,OK,C12530,base,2438298,CL05A225MQ5NSNC,0402,0.0106
330k VBUS,R34,R_0402_1005Metric,C25778,1,OK,C25778,expand,103310,0402WGF3303TCE,0402,0.0016
33R BCLK,R42,R_0402_1005Metric,C25105,1,OK,C25105,base,218352,0402WGF330JTCE,0402,0.0067
33R LRCK,R43,R_0402_1005Metric,C25105,1,OK,C25105,base,218352,0402WGF330JTCE,0402,0.0067
33R MCLK_A,R40,R_0402_1005Metric,C25105,1,OK,C25105,base,218352,0402WGF330JTCE,0402,0.0067
33R MCLK_B,R41,R_0402_1005Metric,C25105,1,OK,C25105,base,218352,0402WGF330JTCE,0402,0.0067
49R9 N1,R211,R_0402_1005Metric,C25120,1,OK,C25120,base,933521,0402WGF499JTCE,0402,0.0016
49R9 N2,R221,R_0402_1005Metric,C25120,1,OK,C25120,base,933521,0402WGF499JTCE,0402,0.0016
49R9 N3,R231,R_0402_1005Metric,C25120,1,OK,C25120,base,933521,0402WGF499JTCE,0402,0.0016
49R9 N4,R241,R_0402_1005Metric,C25120,1,OK,C25120,base,933521,0402WGF499JTCE,0402,0.0016
49R9 N5,R251,R_0402_1005Metric,C25120,1,OK,C25120,base,933521,0402WGF499JTCE,0402,0.0016
49R9 N6,R261,R_0402_1005Metric,C25120,1,OK,C25120,base,933521,0402WGF499JTCE,0402,0.0016
49R9 N7,R271,R_0402_1005Metric,C25120,1,OK,C25120,base,933521,0402WGF499JTCE,0402,0.0016
49R9 N8,R281,R_0402_1005Metric,C25120,1,OK,C25120,base,933521,0402WGF499JTCE,0402,0.0016
49R9 P1,R210,R_0402_1005Metric,C25120,1,OK,C25120,base,933521,0402WGF499JTCE,0402,0.0016
49R9 P2,R220,R_0402_1005Metric,C25120,1,OK,C25120,base,933521,0402WGF499JTCE,0402,0.0016
49R9 P3,R230,R_0402_1005Metric,C25120,1,OK,C25120,base,933521,0402WGF499JTCE,0402,0.0016
49R9 P4,R240,R_0402_1005Metric,C25120,1,OK,C25120,base,933521,0402WGF499JTCE,0402,0.0016
49R9 P5,R250,R_0402_1005Metric,C25120,1,OK,C25120,base,933521,0402WGF499JTCE,0402,0.0016
49R9 P6,R260,R_0402_1005Metric,C25120,1,OK,C25120,base,933521,0402WGF499JTCE,0402,0.0016
49R9 P7,R270,R_0402_1005Metric,C25120,1,OK,C25120,base,933521,0402WGF499JTCE,0402,0.0016
49R9 P8,R280,R_0402_1005Metric,C25120,1,OK,C25120,base,933521,0402WGF499JTCE,0402,0.0016
4k7 SCL pu,R51,R_0402_1005Metric,C25900,1,OK,C25900,base,740847,0402WGF4701TCE,0402,0.0017
4k7 SDA pu,R52,R_0402_1005Metric,C25900,1,OK,C25900,base,740847,0402WGF4701TCE,0402,0.0017
4k7 bleed,R16,R_0402_1005Metric,C25900,1,OK,C25900,base,740847,0402WGF4701TCE,0402,0.0017
4n7 gate 1,C301,C_0402_1005Metric,C1538,1,OK,C1538,base,812573,0402B472K500NT,0402,0.0116
4n7 gate 2,C302,C_0402_1005Metric,C1538,1,OK,C1538,base,812573,0402B472K500NT,0402,0.0116
4n7 gate 3,C303,C_0402_1005Metric,C1538,1,OK,C1538,base,812573,0402B472K500NT,0402,0.0116
4n7 gate 4,C304,C_0402_1005Metric,C1538,1,OK,C1538,base,812573,0402B472K500NT,0402,0.0116
4n7 gate 5,C305,C_0402_1005Metric,C1538,1,OK,C1538,base,812573,0402B472K500NT,0402,0.0116
4n7 gate 6,C306,C_0402_1005Metric,C1538,1,OK,C1538,base,812573,0402B472K500NT,0402,0.0116
4n7 gate 7,C307,C_0402_1005Metric,C1538,1,OK,C1538,base,812573,0402B472K500NT,0402,0.0116
4n7 gate 8,C308,C_0402_1005Metric,C1538,1,OK,C1538,base,812573,0402B472K500NT,0402,0.0116
4u7 AVDD_A,C50,C_0402_1005Metric,C23733,1,OK,C23733,base,3945578,CL05A475MP5NRNC,0402,0.0313
4u7 AVDD_B,C60,C_0402_1005Metric,C23733,1,OK,C23733,base,3945578,CL05A475MP5NRNC,0402,0.0313
4u7 DVDD_A,C52,C_0402_1005Metric,C23733,1,OK,C23733,base,3945578,CL05A475MP5NRNC,0402,0.0313
4u7 DVDD_B,C62,C_0402_1005Metric,C23733,1,OK,C23733,base,3945578,CL05A475MP5NRNC,0402,0.0313
4u7 VIN,"C10,C13,C18",C_0402_1005Metric,C23733,3,OK,C23733,base,3945578,CL05A475MP5NRNC,0402,0.0313
560p FF,C15,C_0402_1005Metric,C107029,1,OK,C107029,expand,379812,CC0402KRX7R9BB561,0402,0.0071
5k1 CC1 Rd,R31,R_0402_1005Metric,C25905,1,OK,C25905,base,1554103,0402WGF5101TCE,0402,0.0067
5k1 CC2 Rd,R32,R_0402_1005Metric,C25905,1,OK,C25905,base,1554103,0402WGF5101TCE,0402,0.0067
600R PLL,FB3,L_0402_1005Metric,C76886,1,OK,C76886,expand,700778,BLM15AX601SN1D,0402,0.0125
680R Rd,R20,R_0402_1005Metric,C137948,1,OK,C137948,expand,593384,RC0402FR-07680RL,0402,0.0054
68k FB1 hi,R10,R_0402_1005Metric,C137947,1,OK,C137947,expand,323421,RC0402FR-0768KL,0402,0.0043
AO3400A beep 1,Q1,SOT-23,C20917,1,OK,C20917,base,1483669,AO3400A,SOT-23,0.0839
AO3400A beep 2,Q2,SOT-23,C20917,1,OK,C20917,base,1483669,AO3400A,SOT-23,0.0839
AO3400A beep 3,Q3,SOT-23,C20917,1,OK,C20917,base,1483669,AO3400A,SOT-23,0.0839
AO3400A beep 4,Q4,SOT-23,C20917,1,OK,C20917,base,1483669,AO3400A,SOT-23,0.0839
AO3400A beep 5,Q5,SOT-23,C20917,1,OK,C20917,base,1483669,AO3400A,SOT-23,0.0839
AO3400A beep 6,Q6,SOT-23,C20917,1,OK,C20917,base,1483669,AO3400A,SOT-23,0.0839
AO3400A beep 7,Q7,SOT-23,C20917,1,OK,C20917,base,1483669,AO3400A,SOT-23,0.0839
AO3400A beep 8,Q8,SOT-23,C20917,1,OK,C20917,base,1483669,AO3400A,SOT-23,0.0839
AO3401A revFET,Q9,SOT-23,C15127,1,OK,C15127,base,395581,AO3401A,SOT-23,0.0991
AP61102 0V9,U11,SOT-563,C5224055,1,OK,C5224055,expand,454,AP61102Z6-7,SOT-563,0.1946
AP61102 3V3,U10,SOT-563,C5224055,1,OK,C5224055,expand,454,AP61102Z6-7,SOT-563,0.1946
FA-238 24MHz,Y1,Crystal_SMD_3225-4Pin_3.2x2.5mm,C70590,1,OK,C70590,expand,103004,X322524MOB4SI,SMD3225-4P,0.0925
NC7NZ34 MCLK buf,U5,VSSOP-8_2.3x2mm_P0.5mm,C232798,1,OK,C232798,expand,1508,NC7NZ34K8X,US-8,0.2612
PCM1865DBTR,"U2,U3",TSSOP-30_4.4x7.8mm_P0.5mm,C181312,2,OK,C181312,expand,1654,PCM1865DBTR,TSSOP-30,7.4593
PTC audio 1,F11,Fuse_1812_4532Metric,C2649901,1,OK,C2649901,expand,36789,MINISMDC050F-2,1812,0.1149
PTC audio 2,F12,Fuse_1812_4532Metric,C2649901,1,OK,C2649901,expand,36789,MINISMDC050F-2,1812,0.1149
PTC audio 3,F13,Fuse_1812_4532Metric,C2649901,1,OK,C2649901,expand,36789,MINISMDC050F-2,1812,0.1149
PTC audio 4,F14,Fuse_1812_4532Metric,C2649901,1,OK,C2649901,expand,36789,MINISMDC050F-2,1812,0.1149
PTC audio 5,F15,Fuse_1812_4532Metric,C2649901,1,OK,C2649901,expand,36789,MINISMDC050F-2,1812,0.1149
PTC audio 6,F16,Fuse_1812_4532Metric,C2649901,1,OK,C2649901,expand,36789,MINISMDC050F-2,1812,0.1149
PTC audio 7,F17,Fuse_1812_4532Metric,C2649901,1,OK,C2649901,expand,36789,MINISMDC050F-2,1812,0.1149
PTC audio 8,F18,Fuse_1812_4532Metric,C2649901,1,OK,C2649901,expand,36789,MINISMDC050F-2,1812,0.1149
PTC beep 1,F21,Fuse_1812_4532Metric,C2649901,1,OK,C2649901,expand,36789,MINISMDC050F-2,1812,0.1149
PTC beep 2,F22,Fuse_1812_4532Metric,C2649901,1,OK,C2649901,expand,36789,MINISMDC050F-2,1812,0.1149
PTC beep 3,F23,Fuse_1812_4532Metric,C2649901,1,OK,C2649901,expand,36789,MINISMDC050F-2,1812,0.1149
PTC beep 4,F24,Fuse_1812_4532Metric,C2649901,1,OK,C2649901,expand,36789,MINISMDC050F-2,1812,0.1149
PTC beep 5,F25,Fuse_1812_4532Metric,C2649901,1,OK,C2649901,expand,36789,MINISMDC050F-2,1812,0.1149
PTC beep 6,F26,Fuse_1812_4532Metric,C2649901,1,OK,C2649901,expand,36789,MINISMDC050F-2,1812,0.1149
PTC beep 7,F27,Fuse_1812_4532Metric,C2649901,1,OK,C2649901,expand,36789,MINISMDC050F-2,1812,0.1149
PTC beep 8,F28,Fuse_1812_4532Metric,C2649901,1,OK,C2649901,expand,36789,MINISMDC050F-2,1812,0.1149
SHT40-AD1B (0x44),U6,Sensirion_DFN-4_1.5x1.5mm_P0.8mm_SHT4x_NoCentralPad,C2909890,1,OK,C2909890,expand,13862,SHT40-AD1B-R2,DFN-4-EP(1.5x1.5),2.0117
SMBJ5.0A TVS,D9,D_SMB,C113974,1,OK,C113974,expand,242406,SMBJ5.0A,DO-214AA(SMB),0.0581
TCR2LF18 1V8,U12,SOT-23-5,C79924,1,OK,C79924,expand,5258,TLV70018DDCR,SOT-23-5,0.2172
TPD2E2U06 p1,D21,SOT-553,C1972959,1,OK,C1972959,expand,11574,TPD2E2U06DRLR,SOT-553-5,0.3263
TPD2E2U06 p2,D22,SOT-553,C1972959,1,OK,C1972959,expand,11574,TPD2E2U06DRLR,SOT-553-5,0.3263
TPD2E2U06 p3,D23,SOT-553,C1972959,1,OK,C1972959,expand,11574,TPD2E2U06DRLR,SOT-553-5,0.3263
TPD2E2U06 p4,D24,SOT-553,C1972959,1,OK,C1972959,expand,11574,TPD2E2U06DRLR,SOT-553-5,0.3263
TPD2E2U06 p5,D25,SOT-553,C1972959,1,OK,C1972959,expand,11574,TPD2E2U06DRLR,SOT-553-5,0.3263
TPD2E2U06 p6,D26,SOT-553,C1972959,1,OK,C1972959,expand,11574,TPD2E2U06DRLR,SOT-553-5,0.3263
TPD2E2U06 p7,D27,SOT-553,C1972959,1,OK,C1972959,expand,11574,TPD2E2U06DRLR,SOT-553-5,0.3263
TPD2E2U06 p8,D28,SOT-553,C1972959,1,OK,C1972959,expand,11574,TPD2E2U06DRLR,SOT-553-5,0.3263
TPD4EUSB30,D10,USON-10_2.5x1.0mm_P0.5mm,C90627,1,OK,C90627,expand,6327,TPD4EUSB30DQAR,USON-10(1x2.5),0.3609
W25Q16JVSSIQ,U4,SOIC-8_5.3x5.3mm_P1.27mm,C131025,1,OK,C131025,expand,102015,W25Q16JVSSIQ,SOIC-8-208mil,1.2615
XC6227 3V3A,U13,SOT-89-5,C6035451,1,OK,C6035451,expand,1268,XC6227C331PR-G,SOT-89-5,0.5114
XU316-1024-TQ128-I24,U1,TQFP-128_14x14mm_P0.4mm_EP4.7mm,C6938291,1,LOW_STOCK(0),C6938291,expand,0,XU316-1024-TQ128-I24,TQFP-128(14x14),25.1929
