Comment,Designator,Footprint,MPN,LCSC
4.7kΩ,"R_scl,R_sda",R_0402_1005Metric,RC0402FR-074K7L,C105871
4.7nF,C_bg,C_0402_1005Metric,0402B472K500NT,C1538
402kΩ,R_fb2b,R_0402_1005Metric,0402WGF4023TCE,C25785
44.2kΩ,R_fb1b,R_0402_1005Metric,0402WGF4422TCE,C25895
47kΩ,R_vbld,R_0402_1005Metric,0402WGF4702TCE,C25792
47uF,C_BEEP,C_1206_3216Metric,CL31A476MPHNNNE,C96123
5.1kΩ,"R_cc1,R_cc2",R_0402_1005Metric,0402WGF5101TCE,C25905
680Ω,Rd,R_0402_1005Metric,0402WGF6800TCE,C25130
AO3400A,Q2,SOT-23,AO3400A,C20917
AO3401A,Q1,SOT-23,AO3401A,C15127
AP61102Z6-7,"U7,U8",SOT-563,AP61102Z6-7,C5224055
BLM21SP601SN1D,"FB_BEEP,FB_u18,FB_u33,L_pll",C_0805_2012Metric,BLM21SP601SN1D,C3716677
DC-005-5A-2.0,J1,BarrelJack_Horizontal,DC-005-5A-2.0,C381116
JFC1206-1200FS,F_IN,Fuse_1206_3216Metric,JFC1206-1200FS,C136345
MINISMDC050F-2,"F1,F2,F3,F4,F5,F6,F7,F8",Fuse_1812_4532Metric,MINISMDC050F-2,C2649901
NC7NZ34K8X,U4,US8_MO-187CA_P0.5mm_NC7NZ34,NC7NZ34K8X,C232798
PCM1865DBTR,"U2,U3",TSSOP-30_4.4x7.8mm_P0.5mm,PCM1865DBTR,C181312
PinHeader_1x03_P2.54mm_Vertical,JP_INJ,PinHeader_1x03_P2.54mm_Vertical,,
PinHeader_1x08_P2.54mm_Vertical,J_DBG,PinHeader_1x08_P2.54mm_Vertical,,
RJHSE-5384,"J10,J3,J4,J5,J6,J7,J8,J9",RJ45_RJHSE538X_num,RJHSE-5384,C9900035627
SHT40-AD1B-R2,U6,Sensirion_DFN-4_1.5x1.5mm_P0.8mm_SHT4x_NoCentralPad,SHT40-AD1B-R2,C2909890
SMAJ5.0A,D1,D_SMA,SMAJ5.0A,C87074
TLV70018DDCR,U9,SOT-23-5,TLV70018DDCR,C79924
TPD2E2U06DRLR,"Dp1,Dp2,Dp3,Dp4,Dp5,Dp6,Dp7,Dp8",SOT-553,TPD2E2U06DRLR,C1972959
TPD4EUSB30DQAR,D_USB,USON-10_2.5x1.0mm_P0.5mm,TPD4EUSB30DQAR,C90627
USB4105-GF-A,J2,USB4105_GCT_16P_TopMnt_num,USB4105-GF-A,C3020560
W25Q16JVSSIQ,U5,SOIC-8_5.3x5.3mm_P1.27mm,W25Q16JVSSIQ,C82317
XC6227C331PR-G,U10,SOT-89-5,XC6227C331PR-G,C6035451
XU316-1024-TQ128-I24,U1,TQFP-128_14x14mm_P0.4mm_EP_XU316,XU316-1024-TQ128-I24,C6938291
