Comment,Designator,Footprint,MPN,LCSC
18p CL2,C26,C_0402_1005Metric,,C1549
1M Rf,R21,R_0402_1005Metric,,C26083
1k gate 1,R101,R_0402_1005Metric,,C11702
1k gate 2,R102,R_0402_1005Metric,,C11702
1k gate 3,R103,R_0402_1005Metric,,C11702
1k gate 4,R104,R_0402_1005Metric,,C11702
1k gate 5,R105,R_0402_1005Metric,,C11702
1k gate 6,R106,R_0402_1005Metric,,C11702
1k gate 7,R107,R_0402_1005Metric,,C11702
1k gate 8,R108,R_0402_1005Metric,,C11702
1k inj ch4,R80,R_0402_1005Metric,,C11702
1k inj ch8,R81,R_0402_1005Metric,,C11702
1n diff 1,C212,C_0402_1005Metric,,C1523
1n diff 2,C222,C_0402_1005Metric,,C1523
1n diff 3,C232,C_0402_1005Metric,,C1523
1n diff 4,C242,C_0402_1005Metric,,C1523
1n diff 5,C252,C_0402_1005Metric,,C1523
1n diff 6,C262,C_0402_1005Metric,,C1523
1n diff 7,C272,C_0402_1005Metric,,C1523
1n diff 8,C282,C_0402_1005Metric,,C1523
1u 1V8,C17,C_0402_1005Metric,,C52923
1u PLL,C123,C_0402_1005Metric,,C52923
1u VBUS,C31,C_0402_1005Metric,,C52923
1u VIN,C16,C_0402_1005Metric,,C52923
1u cpl N1,C211,C_0402_1005Metric,,C52923
1u cpl N2,C221,C_0402_1005Metric,,C52923
1u cpl N3,C231,C_0402_1005Metric,,C52923
1u cpl N4,C241,C_0402_1005Metric,,C52923
1u cpl N5,C251,C_0402_1005Metric,,C52923
1u cpl N6,C261,C_0402_1005Metric,,C52923
1u cpl N7,C271,C_0402_1005Metric,,C52923
1u cpl N8,C281,C_0402_1005Metric,,C52923
1u cpl P1,C210,C_0402_1005Metric,,C52923
1u cpl P2,C220,C_0402_1005Metric,,C52923
1u cpl P3,C230,C_0402_1005Metric,,C52923
1u cpl P4,C240,C_0402_1005Metric,,C52923
1u cpl P5,C250,C_0402_1005Metric,,C52923
1u cpl P6,C260,C_0402_1005Metric,,C52923
1u cpl P7,C270,C_0402_1005Metric,,C52923
1u cpl P8,C280,C_0402_1005Metric,,C52923
1u inj,C90i,C_0402_1005Metric,,C52923
1u0 0V9,L11,L_Sunlord_MWSA0402S,MWSA0402S-1R0MT,C408332
1u0 3V3,L10,L_Sunlord_MWSA0402S,MWSA0402S-1R0MT,C408332
20k FB2 lo,R14,R_0402_1005Metric,,C25765
220k VBUS,R33,R_0402_1005Metric,,C138030
22u 0V9,C14,C_0402_1005Metric,,C385994
2A PTC,F1,Fuse_1812_4532Metric,SMD1812P200TF16,C20812
2u2 LDO_A,C55,C_0402_1005Metric,,C12530
2u2 LDO_B,C65,C_0402_1005Metric,,C12530
2u2 VREF_A,C54,C_0402_1005Metric,,C12530
2u2 VREF_B,C64,C_0402_1005Metric,,C12530
330k VBUS,R34,R_0402_1005Metric,,C25778
33R BCLK,R42,R_0402_1005Metric,,C25105
33R LRCK,R43,R_0402_1005Metric,,C25105
33R MCLK_A,R40,R_0402_1005Metric,,C25105
33R MCLK_B,R41,R_0402_1005Metric,,C25105
49R9 N1,R211,R_0402_1005Metric,,C25120
49R9 N2,R221,R_0402_1005Metric,,C25120
49R9 N3,R231,R_0402_1005Metric,,C25120
49R9 N4,R241,R_0402_1005Metric,,C25120
49R9 N5,R251,R_0402_1005Metric,,C25120
49R9 N6,R261,R_0402_1005Metric,,C25120
49R9 N7,R271,R_0402_1005Metric,,C25120
49R9 N8,R281,R_0402_1005Metric,,C25120
49R9 P1,R210,R_0402_1005Metric,,C25120
49R9 P2,R220,R_0402_1005Metric,,C25120
49R9 P3,R230,R_0402_1005Metric,,C25120
49R9 P4,R240,R_0402_1005Metric,,C25120
49R9 P5,R250,R_0402_1005Metric,,C25120
49R9 P6,R260,R_0402_1005Metric,,C25120
49R9 P7,R270,R_0402_1005Metric,,C25120
49R9 P8,R280,R_0402_1005Metric,,C25120
4k7 SCL pu,R51,R_0402_1005Metric,,C25900
4k7 SDA pu,R52,R_0402_1005Metric,,C25900
4k7 bleed,R16,R_0402_1005Metric,,C25900
4n7 gate 1,C301,C_0402_1005Metric,,C1538
4n7 gate 2,C302,C_0402_1005Metric,,C1538
4n7 gate 3,C303,C_0402_1005Metric,,C1538
4n7 gate 4,C304,C_0402_1005Metric,,C1538
4n7 gate 5,C305,C_0402_1005Metric,,C1538
4n7 gate 6,C306,C_0402_1005Metric,,C1538
4n7 gate 7,C307,C_0402_1005Metric,,C1538
4n7 gate 8,C308,C_0402_1005Metric,,C1538
4u7 AVDD_A,C50,C_0402_1005Metric,,C23733
4u7 AVDD_B,C60,C_0402_1005Metric,,C23733
4u7 DVDD_A,C52,C_0402_1005Metric,,C23733
4u7 DVDD_B,C62,C_0402_1005Metric,,C23733
4u7 VIN,"C10,C13,C18",C_0402_1005Metric,,C23733
560p FF,C15,C_0402_1005Metric,,C107029
5k1 CC1 Rd,R31,R_0402_1005Metric,,C25905
5k1 CC2 Rd,R32,R_0402_1005Metric,,C25905
600R PLL,FB3,L_0402_1005Metric,,C76886
680R Rd,R20,R_0402_1005Metric,,C137948
68k FB1 hi,R10,R_0402_1005Metric,,C137947
AO3400A beep 1,Q1,SOT-23,AO3400A,C20917
AO3400A beep 2,Q2,SOT-23,AO3400A,C20917
AO3400A beep 3,Q3,SOT-23,AO3400A,C20917
AO3400A beep 4,Q4,SOT-23,AO3400A,C20917
AO3400A beep 5,Q5,SOT-23,AO3400A,C20917
AO3400A beep 6,Q6,SOT-23,AO3400A,C20917
AO3400A beep 7,Q7,SOT-23,AO3400A,C20917
AO3400A beep 8,Q8,SOT-23,AO3400A,C20917
AO3401A revFET,Q9,SOT-23,AO3401A,C15127
AP61102 0V9,U11,SOT-563,AP61102Z6-7,C5224055
AP61102 3V3,U10,SOT-563,AP61102Z6-7,C5224055
DC-005 5V IN,J9,BarrelJack_Horizontal,DC-005C-20A,
FA-238 24MHz,Y1,Crystal_SMD_3225-4Pin_3.2x2.5mm,X322524MOB4SI,C70590
INJ IN,J10,PinHeader_1x02_P2.54mm_Vertical,PinHeader_1x02,
NC7NZ34 MCLK buf,U5,VSSOP-8_2.3x2mm_P0.5mm,NC7NZ34K8X,C232798
PCM1865DBTR,"U2,U3",TSSOP-30_4.4x7.8mm_P0.5mm,PCM1865DBTR,C181312
PTC audio 1,F11,Fuse_1812_4532Metric,MINISMDC050F-2,C2649901
PTC audio 2,F12,Fuse_1812_4532Metric,MINISMDC050F-2,C2649901
PTC audio 3,F13,Fuse_1812_4532Metric,MINISMDC050F-2,C2649901
PTC audio 4,F14,Fuse_1812_4532Metric,MINISMDC050F-2,C2649901
PTC audio 5,F15,Fuse_1812_4532Metric,MINISMDC050F-2,C2649901
PTC audio 6,F16,Fuse_1812_4532Metric,MINISMDC050F-2,C2649901
PTC audio 7,F17,Fuse_1812_4532Metric,MINISMDC050F-2,C2649901
PTC audio 8,F18,Fuse_1812_4532Metric,MINISMDC050F-2,C2649901
PTC beep 1,F21,Fuse_1812_4532Metric,MINISMDC050F-2,C2649901
PTC beep 2,F22,Fuse_1812_4532Metric,MINISMDC050F-2,C2649901
PTC beep 3,F23,Fuse_1812_4532Metric,MINISMDC050F-2,C2649901
PTC beep 4,F24,Fuse_1812_4532Metric,MINISMDC050F-2,C2649901
PTC beep 5,F25,Fuse_1812_4532Metric,MINISMDC050F-2,C2649901
PTC beep 6,F26,Fuse_1812_4532Metric,MINISMDC050F-2,C2649901
PTC beep 7,F27,Fuse_1812_4532Metric,MINISMDC050F-2,C2649901
PTC beep 8,F28,Fuse_1812_4532Metric,MINISMDC050F-2,C2649901
RJHSE-5384,"J1,J2,J3,J4,J5,J6",RJ45_Amphenol_RJHSE538X,RJHSE-5384,
SHT40-AD1B (0x44),U6,Sensirion_DFN-4_1.5x1.5mm_P0.8mm_SHT4x_NoCentralPad,SHT40-AD1B-R2,C2909890
SMBJ5.0A TVS,D9,D_SMB,SMBJ5.0A,C113974
TCR2LF18 1V8,U12,SOT-23-5,TLV70018DDCR,C79924
TPD2E2U06 p1,D21,SOT-553,TPD2E2U06DRLR,C1972959
TPD2E2U06 p2,D22,SOT-553,TPD2E2U06DRLR,C1972959
TPD2E2U06 p3,D23,SOT-553,TPD2E2U06DRLR,C1972959
TPD2E2U06 p4,D24,SOT-553,TPD2E2U06DRLR,C1972959
TPD2E2U06 p5,D25,SOT-553,TPD2E2U06DRLR,C1972959
TPD2E2U06 p6,D26,SOT-553,TPD2E2U06DRLR,C1972959
TPD2E2U06 p7,D27,SOT-553,TPD2E2U06DRLR,C1972959
TPD2E2U06 p8,D28,SOT-553,TPD2E2U06DRLR,C1972959
TPD4EUSB30,D10,USON-10_2.5x1.0mm_P0.5mm,TPD4EUSB30DQAR,C90627
USB4105-GF-A,J12,USB_C_Receptacle_GCT_USB4105-xx-A_16P_TopMnt_Horizontal,USB4105-GF-A,
W25Q16JVSSIQ,U4,SOIC-8_5.3x5.3mm_P1.27mm,W25Q16JVSSIQ,C131025
XC6227 3V3A,U13,SOT-89-5,XC6227C331PR-G,C6035451
XU316-1024-TQ128-I24,U1,TQFP-128_14x14mm_P0.4mm_EP4.7mm,XU316-1024-TQ128-I24,C6938291
xSYS DBG TDI/TDO,J13,PinHeader_1x02_P2.54mm_Vertical,PinHeader_1x02,
xSYS DBG TMS/TCK,J14,PinHeader_1x02_P2.54mm_Vertical,PinHeader_1x02,
