Comment,Designator,Footprint,MPN,LCSC
3.92kΩ,"R102,R202",R_0603_1608Metric,RT0603BRD073K92L,C728591
330pF,"C101,C201",C_0603_1608Metric,CL10C331JB8NNNC,C1664
36.5kΩ,"R411,R421,R431,R441",R_0603_1608Metric,FRC0603F3652TS,C2930095
4.75kΩ,R3,R_0603_1608Metric,0603WAF4751T5E,C25972
4.7kΩ,"R34,R35",R_0603_1608Metric,0603WAF4701T5E,C23162
4.7uF,C43,C_0603_1608Metric,CL10A475KO8NNNC,C19666
49.9kΩ,"R105,R205",R_0603_1608Metric,0603WAF4992T5E,C23184
6.98kΩ,"R106,R206",R_0603_1608Metric,0603WAF6981T5E,C23215
68kΩ,"R417,R427,R437,R447",R_0603_1608Metric,0603WAF6802T5E,C23231
"74LVC08APW,118",U8,TSSOP-14_4.4x5mm_P0.65mm,"74LVC08APW,118",C6053
88.7kΩ,R1,R_0603_1608Metric,FRC0603F8872TS,C2999456
90.9kΩ,R4,R_0603_1608Metric,FRC0603F9092TS,C2930136
976Ω,"R414,R424,R434,R444",R_0603_1608Metric,FRC0603F9760TS,C5126196
AON6354,"Q3,Q4,Q5,Q6",PowerPAK_SO-8_Single_Paste65,AON6354,C404363
AP63203QWU-7,U4,TSOT-23-6,AP63203QWU-7,C5248536
B340A-13-F,"D4,D5,D6,D7",D_SMA,B340A-13-F,C85098
BSC016N06NS,"Q1,Q2",TDSON-8-1_PhysicalPins,BSC016N06NS,C454269
CX3225SB24000H0FLJCC,Y1,Crystal_SMD_3225-4Pin_3.2x2.5mm,CX3225SB24000H0FLJCC,C1985204
FSUSB42MUX,"U13,U14,U15,U16",MSOP-10_3x3mm_P0.5mm,FSUSB42MUX,C11355
FTSH-105-01-L-D-K,J7,PinHeader_2x05_P1.27mm_Vertical,FTSH-105-01-L-D-K,C19191796
LM5116MHX/NOPB,"U2,U3",HTSSOP-20-1EP_4.4x6.5mm_P0.65mm_EP3.4x6.5mm_Mask2.75x3.43mm,LM5116MHX/NOPB,C13755
LM74810QDRRRQ1,U1,WSON-12-1EP_3x3mm_P0.5mm_EP1.5x2.5mm,LM74810QDRRRQ1,C3215601
MWSA1206S-6R8MT,"L1,L2",L_Sunlord_MWSA1206S-6R8,MWSA1206S-6R8MT,C408523
SMBJ26A,D1,D_SMB,SMBJ26A,C315992
STM32G0B1CBT6,U7,LQFP-48_7x7mm_P0.5mm,STM32G0B1CBT6,C2847904
TPS259470ARPWR,"U10,U11,U12,U9",Texas_RPW0010A_VQFN-HR-10_2x2mm_P0.45mm_ThermalVias,TPS259470ARPWR,C3662799
USB2517I-JZX,U6,QFN-64-1EP_9x9mm_P0.5mm_EP4.7x4.7mm_ThermalVias,USB2517I-JZX,C478081
USBLC6-2SC6,"U17,U18,U19,U20,U5",SOT-23-6,USBLC6-2SC6,C7519
VLS6045EX-4R7M,L3,L_TDK_VLS6045EX_VLS6045AF,VLS6045EX-4R7M,C307880
