LCSC,Ref,Status,Detail
C474930,J4,OK,fit=0.00mm jlc_offset=0 db=0.0
C474930,J5,OK,fit=0.00mm jlc_offset=0 db=0.0
C474930,J6,OK,fit=0.00mm jlc_offset=0 db=0.0
C474930,J7,OK,fit=0.00mm jlc_offset=0 db=0.0
C474930,J8,OK,fit=0.00mm jlc_offset=0 db=0.0
C474930,J9,OK,fit=0.00mm jlc_offset=0 db=0.0
C474930,J10,OK,fit=0.00mm jlc_offset=0 db=0.0
C474930,J11,OK,fit=0.00mm jlc_offset=0 db=0.0
C474930,J12,OK,fit=0.00mm jlc_offset=0 db=0.0
C17408,R10,MODEL-REG-OK,body on courtyard (0.00mm)
C17408,R12,MODEL-REG-OK,body on courtyard (0.00mm)
C17408,R14,MODEL-REG-OK,body on courtyard (0.00mm)
C149504,R11,MODEL-REG-OK,body on courtyard (0.00mm)
C149504,R13,MODEL-REG-OK,body on courtyard (0.00mm)
C149504,R15,MODEL-REG-OK,body on courtyard (0.00mm)
C49678,C10,MODEL-REG-OK,body on courtyard (0.00mm)
C49678,C12,MODEL-REG-OK,body on courtyard (0.00mm)
C49678,C5,MODEL-REG-OK,body on courtyard (0.00mm)
C49678,C6,MODEL-REG-OK,body on courtyard (0.00mm)
C49678,C7,MODEL-REG-OK,body on courtyard (0.00mm)
C49678,C8,MODEL-REG-OK,body on courtyard (0.00mm)
C49678,C9,MODEL-REG-OK,body on courtyard (0.00mm)
C2887276,C11,MODEL-REG-OK,body on courtyard (0.00mm)
C17414,R23,MODEL-REG-OK,body on courtyard (0.00mm)
C17414,R24,MODEL-REG-OK,body on courtyard (0.00mm)
C17414,R25,MODEL-REG-OK,body on courtyard (0.00mm)
C17414,R3,MODEL-REG-OK,body on courtyard (0.00mm)
C17414,R32,MODEL-REG-OK,body on courtyard (0.00mm)
C17414,R33,MODEL-REG-OK,body on courtyard (0.00mm)
C17414,R34,MODEL-REG-OK,body on courtyard (0.00mm)
C17414,R40,MODEL-REG-OK,body on courtyard (0.00mm)
C17414,R41,MODEL-REG-OK,body on courtyard (0.00mm)
C17414,R42,MODEL-REG-OK,body on courtyard (0.00mm)
C17513,R20,MODEL-REG-OK,body on courtyard (0.00mm)
C17513,R21,MODEL-REG-OK,body on courtyard (0.00mm)
C17513,R22,MODEL-REG-OK,body on courtyard (0.00mm)
C17513,R4,MODEL-REG-OK,body on courtyard (0.00mm)
C17513,R43,MODEL-REG-OK,body on courtyard (0.00mm)
C17513,R44,MODEL-REG-OK,body on courtyard (0.00mm)
C17513,R45,MODEL-REG-OK,body on courtyard (0.00mm)
C28323,C1,MODEL-REG-OK,body on courtyard (0.00mm)
C17530,R26,MODEL-REG-OK,body on courtyard (0.00mm)
C17530,R27,MODEL-REG-OK,body on courtyard (0.00mm)
C17530,R28,MODEL-REG-OK,body on courtyard (0.00mm)
C45783,C2,MODEL-REG-OK,body on courtyard (0.00mm)
C45783,C3,MODEL-REG-OK,body on courtyard (0.00mm)
C45783,C4,MODEL-REG-OK,body on courtyard (0.00mm)
C17633,R29,MODEL-REG-OK,body on courtyard (0.00mm)
C17633,R30,MODEL-REG-OK,body on courtyard (0.00mm)
C17633,R31,MODEL-REG-OK,body on courtyard (0.00mm)
C17673,R50,MODEL-REG-OK,body on courtyard (0.00mm)
C17673,R51,MODEL-REG-OK,body on courtyard (0.00mm)
C27834,R1,MODEL-REG-OK,body on courtyard (0.00mm)
C27834,R2,MODEL-REG-OK,body on courtyard (0.00mm)
C20917,Q1,MODEL-REG-OK,body on courtyard (0.02mm)
C20917,Q2,MODEL-REG-OK,body on courtyard (0.02mm)
C20917,Q3,MODEL-REG-OK,body on courtyard (0.02mm)
C71036,U3,MODEL-REG-OK,body on courtyard (0.00mm)
C165948,J1,MODEL-REG,"body center 2.1mm off courtyard, area ratio 0.69 -> 180-flipped model: add {lcsc: C165948, model_rot_z: 180} to the adjudications file"
C2687116,D1,MODEL-REG-OK,body on courtyard (0.00mm)
C2297,D2,MODEL-REG-OK,body on courtyard (0.00mm)
C2718488,J2,MODEL-REG-OK,body on courtyard (0.00mm)
C474930,J4,MODEL-REG-OK,body on courtyard (0.62mm)
C474930,J5,MODEL-REG-OK,body on courtyard (0.62mm)
C474930,J6,MODEL-REG-OK,body on courtyard (0.62mm)
C474930,J7,MODEL-REG-OK,body on courtyard (0.62mm)
C474930,J8,MODEL-REG-OK,body on courtyard (0.62mm)
C474930,J9,MODEL-REG-OK,body on courtyard (0.62mm)
C474930,J10,MODEL-REG-OK,body on courtyard (0.62mm)
C474930,J11,MODEL-REG-OK,body on courtyard (0.62mm)
C474930,J12,MODEL-REG-OK,body on courtyard (0.62mm)
