Comment,Designator,Footprint,MPN,LCSC
1uF,"C_HUB_18,C_HUB_18PLL,C_HUB_A_BULK,C_HUB_CR_BULK,C_HUB_RESET,C_PD_VDD,C_PWR_CTRL_OUT",C_0402_1005Metric,CL05A105KA5NQNC,C52923
200kΩ,R_PD_UV_TOP,R_0402_1005Metric,0402WGF2003TCE,C25764
20kΩ,R_PD_FF,R_0402_1005Metric,0402WGF2002TCE,C25765
22uF,"C_BUCK_OUT1,C_BUCK_OUT2,C_PD_OUT1,C_PD_OUT2,C_PD_OUT3,C_PORT1_BULK,C_PORT2_BULK,C_PORT3_BULK,C_PORT4_BULK,C_TRUNK_BULK",C_1210_3225Metric,GRM32ER71E226KE15L,C21397
27.4kΩ,R_PD_UV_BOT,R_0402_1005Metric,0402WGF2742TCE,C26971
28.7kΩ,R_PD_IN_UV_MID,R_0603_1608Metric,0603WAF2872T5E,C22928
2N7002K-7,"Q_DATA1,Q_DATA2,Q_DATA3,Q_DATA4",Diodes_SOT23_2N7002K,2N7002K-7,C85047
3.3nF,"C_AGG_DVDT,C_AGG_TIMER,C_PD_IN_DVDT",C_0603_1608Metric,CC0603JRNPO9BN332,C107048
3.3uH,L_MAIN,Sunlord_SWPA4030S,SWPA4030S3R3MT,C15269
330nF,C_CTRL_VUSB,C_0402_1005Metric,GRM155R61H334KE01D,C19271634
35.7kΩ,R_PD_IN_OV_BOT,R_0603_1608Metric,0603WAF3572T5E,C23027
4.7kΩ,"R_I2C_SCL,R_I2C_SDA",R_0402_1005Metric,0402WGF4701TCE,C25900
43.2kΩ,R_AGG_OV_BOT,R_0603_1608Metric,RT0603BRD0743K2L,C861404
470kΩ,R_PD_IN_UV_TOP,R_0603_1608Metric,0603WAF4703T5E,C23178
47kΩ,R_VBUS_TOP,R_0402_1005Metric,0402WGF4702TCE,C25792
5.1kΩ,"R_CC1,R_CC2",R_0402_1005Metric,0402WGF5101TCE,C25905
5.9kΩ,"R_ILIM1,R_ILIM2,R_ILIM3,R_ILIM4",R_0603_1608Metric,0603WAF5901T5E,C23071
"74LVC08APW,118","U_AND_DATA,U_AND_PWR",TSSOP-14_4.4x5mm_P0.65mm,"74LVC08APW,118",C6053
75kΩ,R_PD_FB_A,R_0402_1005Metric,AR02BTD7502,C319478
AP63203QWU-7,U_BUCK,TSOT-23-6,AP63203QWU-7,C5248536
CH224K,U_PD,WCH_CH224K_ESSOP10_EP,CH224K,C970725
CX3225SB24000H0FLJCC,Y_HUB,Crystal_SMD_3225-4Pin_3.2x2.5mm,CX3225SB24000H0FLJCC,C1985204
FSUSB42MUX,"U_DATA1,U_DATA2,U_DATA3,U_DATA4",MSOP-10_3x3mm_P0.5mm,FSUSB42MUX,C11355
KH-AF90DIP-112,"J_PORT1,J_PORT2,J_PORT3,J_PORT4",KH-AF90DIP-112_Horizontal,KH-AF90DIP-112,C503996
MCP2221A-I/SL,U_CTRL,SOIC-14_3.9x8.7mm_P1.27mm,MCP2221A-I/SL,C640876
MCP23017T-E/SS,U_EXP,SSOP-28_5.3x10.2mm_P0.65mm,MCP23017T-E/SS,C558584
MWSA0804S-3R3MT,L_PD,Sunlord_MWSA0804S,MWSA0804S-3R3MT,C17700166
PESD2USB3UX-TR,"U_ESD1,U_ESD2,U_ESD3,U_ESD4,U_ESD_UP",SOT-23,PESD2USB3UX-TR,C3708426
SMF16A,D_PD_TVS,Littelfuse_SMF_SOD-123FL,SMF16A,C207257
TPS2557DRBR,U_PWR_CTRL,VSON-8-1EP_3x3mm_P0.65mm_EP1.65x2.4mm_ThermalVias,TPS2557DRBR,C130056
TPS259470ARPWR,"U_PD_IN,U_PWR1,U_PWR2,U_PWR3,U_PWR4",TI_RPW0010A_VQFN-HR-10_2x2mm_P0.45mm,TPS259470ARPWR,C3662799
TPS259474LRPWR,U_AGG,TI_RPW0010A_VQFN-HR-10_2x2mm_P0.45mm,TPS259474LRPWR,C2864845
TPS56637RPAR,U_PD_BUCK,TI_RPA0010A_VQFN-HR-10_3x3mm,TPS56637RPAR,C841386
TYPE-C-31-M-12,"J_DATA,J_POWER",TYPE-C-31-M-12_Datasheet,TYPE-C-31-M-12,C165948
USB2517I-JZX,U_HUB,QFN-64-1EP_9x9mm_P0.5mm_EP4.7x4.7mm_ThermalVias,USB2517I-JZX,C478081
